组	旧事实	新事实	载体	原文
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/151-用户数据落点的到达序与容器臂.md:11	4. **打包巡回预算（第三次跑，用户定向扫 C317（判决只在一个几何取样点上量过没有检查） 那一例）**：container_k16、M = 9，预算 64 / 256 / 1024 三点——runs 单调下降（uniform 6771 / 5864 / 5420，runs8 3779 / 3018 / 2835，即乙的 0.83 → 0.66、0.51 → 0.38），写放大 1.059 → 1.116、1.071 → 1.115；吃光后全空段峰值不动（uniform 3 / 4 / 4，runs8 4 / 4 / 4），期末全空段三点都是 0。跑前写死的 S1 把「峰值翻倍」与「runs 单调不增」写成合取，结果两半相反 ⇒ `verdict_sensitive_to_pack_sweep=false` 只说明合取不成立：**容器臂压 runs 的倍数对巡回预算敏感（C317（判决只在一个几何取样点上量过没有检查） 那一例的这一半坐实），全空段那一半不敏感**——反推腿副本上预算 ≥ 256 时「峰值超过初值」是初始 32 段吃光之前的瞬态，吃光之后再没出现过。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/151-用户数据落点的到达序与容器臂.md:119	5. 判决对几何取样点的敏感性只扫了巡回预算一维（C317（判决只在一个几何取样点上量过没有检查）：L / S / 段长 / D 都照 E93（老化下的放置与碎片度） 一个几何没扫；`PACK_SWEEP_PER_CHECKPOINT = 64` 与 `DIRTY_PER_CHECKPOINT = 64` 相等这一维第三次跑扫了 64 / 256 / 1024，结论 4）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/153-账本形态与环上有洞的代价.md:17	5. **续做（第二段，2026-09-17，登记第十一节 S1 对拍）**：修了一处 M0.9 违反（`first_mount_warmup` 不取号，`current_instance` 停在 mkfs 的 0）——补 1 单测 + 1 变异，14 条变异全抓；跑前登记第十二节修订已记「改了什么、依据哪个单测读数」。新增模型驱动 `World::plain_remount()`（M0.12「普通挂载」，登记定义过、此前没实现），与 crates 草稿副本（不改工作区 `crates/`）跑了一遍 S1 的四段历史对拍：**(a)(c)(d) 三段逐项相符**（(a) 第一个事务、(c) 抬 F 与 txg 序列、(d) 一次挂载内转过一圈的 I-3.1（已分配统计对得上） 精确匹配跑前登记 P4 的闭式解 `10(p−3−N)+1`，七个取样点槽粒度精确吻合——见对照表核对命令）；**(b) 回退段找到一处模型 bug**：基线臂隔离槽数模型算出 0，crates 现跑（与既有未改动的 harness 测试一致）是每盘 34，根因是 `rebuild_allocator` 把 `r
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/154-两道闸串-重判与回收时点的代价.md:10	⚠️ **这不是登记要求的全部规模**。登记的「五、5.4」定义了 12 种历史（H1、H2、H3a、H3b、H4a、H4b、H5-k-位 六种、H6）。第一段跑只做了 **H1**；第二段补了 **H5-k-位全部 6 种**与 **H6**；第三段查清「退化」的原因、判定不可修；第四段（同日，主 agent 指定）补了 **H4a/H4b**（推空发布之中崩溃再重开）与 **H5′**（主 agent 指定的 H5 变体：同一套 k×位，注入点从「删后写回」那次准入改到填满阶段自己为抬 F 推的空发布），H2 仍由 48 格几何里的 n=1 取样点覆盖。**H3a/H3b（并发请求）仍没有实现**，登记要求的判据里 F1b（并发消费）、ROW 逐次尝试明细仍缺；⚠️ **H4a／H4b 在本模型里退化为同一条代码路径**（`attempt_publish` 一次性完成分配+写根+持久，不暴露「已分配、根还没持久」的中间态，见「这一段做了什么」第 9 条），是模型粒度决定的等价，不是没实现。**停机条款 S1 本段开工时没有做，产物跑完之后才补查**：`mount.rs`／`tran
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/155-每次持久化的写量三种fsync形态与反事实上界.md:61	- 第 6 行判定格上的 8.2 几何敏感性只跑了 1 个代表格（P=10⁵、F1、seq、Lbalanced、N=16），不是登记要求的「每道判定在它自己的判定格上」全量重判；K9′-b（中间版不进积压）与「N 按批计」两个反向取样点这一版没有建可计算的开关，产物那一行明写占位、交主 agent。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/155-每次持久化的写量三种fsync形态与反事实上界.md:72	- 8.2（N 按批计，代表格 P=10⁴、F1、seq、Lbalanced、concurrent_fsync_count=2、N=16）：按批计让摊销从 184 281 降到 168 318.875（`makes_wal_full_cheaper=true`）——与第一次登记 K9′ 反向取样点的方向说明一致（按批计放松了间隔的实际跨度，WAL 两臂摊得更薄）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/155-每次持久化的写量三种fsync形态与反事实上界.md:76	- 不共享取随机（F9）完全没有实现，与主 agent 追加的 F2 判定不同，这是登记第八节 8.2 的正式反向取样点，一个字都没算。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/92-最坏块重用延迟需求.md:107	⚠️ **一跳 100 微秒是个取样点，不是实测**——本仓没量过单跳耗时。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/92-最坏块重用延迟需求.md:141	2. **一跳耗时没量**：结论二用的 100 微秒是取样点，本仓没有实测过单跳耗时。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/experiments/95-老化的节点布局臂.md:149	7. **组大小那三个取样点（2 / 8 / 32）低估了节点组臂，而不是高估。**
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/kb/milestone/02-second-txn.md:388	**现状（2026-09-18 立；同日开工）**：工具已装（nightly 工具链、cargo-mutants 27.1.0、cargo-fuzz 0.13.2）。第 1 件交回（`research/prompts/m2-supp3-item1-implementer-report.md`，产物在同名目录）：生成器、执行器、已知红清单、收缩与大档在 `crates/singlefs-harness/src/history.rs`，快档（种子 [0, 96)、每段 30 步、`check.sh` 里约 26 秒）在 `crates/singlefs-harness/tests/second_transaction_supplement_three_random_history.rs`，随机源手写 SplitMix64；把 `crates/mutations.tsv` 第 41、121 行改回去快档都判红（第 129、130 行钉着；第 121 行那一条只有种子 54、69 判得出，余量薄）；第一次跑撞出清单外一类，登记成已知红第 1 条（增补 2 收口表第 43 行）；快档 96 段里
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/main-agent.md:42	| 跑变异表、看抓到 / 无效 / 没红 | `mutation-triage` → 要补取样点、补断言的：`crates/` 那侧 `implementation-writer`（输入给分诊报告），`research/` 那侧 `experiment-designer` 写重跑登记 → `experiment-runner` |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:17	| 在**我选的取样点上**恰好同值，换一个取样点就不同 | **取样点不敏感** | **补一个敏感的取样点**，不是留档 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:30	## 第四类：取样点不敏感还有一种形态——它不判绿，它当场炸
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:33	取样点选窄了，**单测全绿、变异也全抓，而实验一跑起来就 panic**。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:43	**断言之间**的盲区；这一条管的是**取样点与实际取值域之间**的盲区。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:62	⚠️ 与第三类同形（都是取样点恰好同值），差别是它**不需要变异也会发生**，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:65	## 第六类：跑前写死的判决只在一个几何 / 旋钮取样点上量过
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:68	而那个几何 / 旋钮不是任何已定条款给的。变异表钉的是单测的取样点（第四类），没有一条变异动几何，判决对几何的敏感性没有任何东西在看。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:78	⇒ **判据**：每个带跑前判决的计数实验报一行「几何敏感性」：至少在一个方向相反的几何 / 旋钮取样点上重跑判决那一格，
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:80	判别力自证：把判据阈值挪到两点之间，检查必须由绿转红。欠账在 [checks-owed.md](../kb/checks-owed.md) C317（判决只在一个几何取样点上量过没有检查）。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:121	> **一条变异没被抓时，问一句：换一个取样点，它还同值吗？**
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:123	- 答不上来 ⇒ **去找一个会让它不同值的取样点**。找得到就是取样点不敏感，补那一格。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/mutation-sampling.md:126	**怎么找那个取样点**：变异改的若是一个出现在**除法或取整**里的常量，就去解
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	.claude/rules/three-way-inference.md:222	**岔路交用户定之前，每条路要有代价数。** 只给定性论证会被打回（2026-09-06 三条岔路一起交上去，用户对两条都答「先模拟性能再判」）：这个项目没有 oracle，定性论证之间比不出大小，三方论证给的是「哪条路被什么挡着」，不是「哪条路更贵」。交岔路之前先问「每条路的代价我有数吗」，没有就建一个计数模型实验（纯算术、钉绝对值断言、变异表、进 `replay.sh`，形态照 E109（位置权威三臂的运行时代价）、E110（条带表在连续发布下的期望写放大））跑完再交。模型要在两条臂真的不同的取样点上取样：E109（位置权威三臂的运行时代价） 第一版的取样点上两棵树恰好同高，删掉被测那条臂单测全绿、产物逐字节不变，等于没量。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-05-C113定案.md:40	- **「量出来的」也能是挑出来的**：E105 三个取样点上的 1.25–1.5 被写成结论，同一份产物里就有 1.000。连续 N 上的区段分析写进实验，结论改成「由树高定」。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-05-SOP剥离轮.md:30	| 取样表加一行、稻草人节加一句 | 补既有节，不新立 | [C113定案](2026-09-05-C113定案.md)：三个取样点写成结论而同产物里有反例；判决引用臂 B 的数却没带它的定义 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-07-D18项13第二轮.md:33	对这两条规则是**取样点不敏感**，不是盲区也不是等价：欠的是一个能分辨它们的取样点
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-07-D18项3重开第一轮.md:79	它取的 8 盘那个点不是本工程的取样点。**攻击腿撤回自己给的东西，比它打中新东西更值钱。**
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-10-D19项7第一轮.md:64	`.claude/rules/mutation-sampling.md` 说的第三类「取样点不敏感」：基线那一格对上了，就没人会去查另一格。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-10-D6项2与E130.md:65	改在任何测量之前；一条变异第一轮没被抓，按第三类「取样点不敏感」补取样点而不是记等价变异。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-11-D19项6对抗第三轮.md:45	| Opus | 辩方 | 推翻 ⑩㈢（两个读法）；⑩㈠ ⑩㈡ 的输改记；混合路弱支配；岔路四处缺数与门槛边上的取样点；材料四处 | 无 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-11-D19项6第二轮.md:15	| 6 | 为交用户之前的代价表写 E133 装置 | 跑前登记、16 个单测、16 条变异全抓（起初漏的三条补了敏感取样点与绝对值断言）；正式开跑等候选定稿 |
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-13-总审核.md:207	4. **两处取样点不敏感要在 E142 里补敏感点**：树的种类码 1..7 与树 ID 1..7 逐值相同（把种类写成树 ID 的低 2 字节第一个事务一个字节都不差）；key 比较序（逐字段无符号 vs memcmp 小端）在第一个事务的取值上同序。前者建议树 ID 从 101 起编，后者建议分配记录树多喂一条跨 0x14 / 0x15 边界的槽号。
F2	增补 3 第 2 件（模型对拍）在这一阶段开工前还没有随机历史的取样点	随机历史的取样点扩到五段：快档、偏向抬 F 之后复用的取样点、偏向抬 F 之后回退的取样点、逼近分配记录墙的取样点、新增的小盘上逼近单元区墙的取样点（两块单元区 384 槽的小盘，比重 `TOWARD_THE_UNIT_AREA_WALL`，每一步跑池级 checker）	records/2026-09-16-subagent拆分提案.md:100	| `mutation-triage` 变异分诊 | 跑 `mutate.sh`；先确认整张表跑完（收尾有「已还原，基线仍全绿」）；报抓到 / 无效 / 没红三个数；没红与无效的逐条按 `.claude/rules/mutation-sampling.md` 分类，取样点不敏感的解出跨整数边界的那个输入 | 变异表名；改动前的三个数（有就给） | 只写报告 | sonnet | 观测（分类一步是推论，报告里标出） |
F5	59 号（crates 变异表）跑到 140 条变异全部红在点名的测试上（增补 3 第 1 件收口时的产物）	`crates/mutations.tsv` 新增第 165–178 行（14 条，增补 3 第 2 件第二轮），整表 173 条；59 号换干净编译目录重跑，173 条全红在点名的测试上	.claude/kb/milestone/02-second-txn.md:388	**现状（2026-09-18 立；同日开工）**：工具已装（nightly 工具链、cargo-mutants 27.1.0、cargo-fuzz 0.13.2）。第 1 件交回（`research/prompts/m2-supp3-item1-implementer-report.md`，产物在同名目录）：生成器、执行器、已知红清单、收缩与大档在 `crates/singlefs-harness/src/history.rs`，快档（种子 [0, 96)、每段 30 步、`check.sh` 里约 26 秒）在 `crates/singlefs-harness/tests/second_transaction_supplement_three_random_history.rs`，随机源手写 SplitMix64；把 `crates/mutations.tsv` 第 41、121 行改回去快档都判红（第 129、130 行钉着；第 121 行那一条只有种子 54、69 判得出，余量薄）；第一次跑撞出清单外一类，登记成已知红第 1 条（增补 2 收口表第 43 行）；快档 96 段里
F9	C368（分配器落点只看盘 0，盘不等大时断言失败） 仍欠的写清只有「发布层把三种拒绝统一报成 `NoSpaceFor`，调用方分不出」，没提模型对拍的取样点缺口	C368 补上一段：模型对拍没有不等盘的取样点——增补 3 第 2 件的小盘段两块盘等大，把「每块盘上都没有」报成「小盘写满」、只换原因的那条变异在五段上一段都不红（2026-09-19 实现员实测，代码三方第二轮判决第 44 行第 6 条）；判别力自证新增一句：随机历史另加一个两块盘不等大的取样点，该变异必须红	.claude/kb/checks-owed.md:326	| C355 | checkpoint 保留池池级扣而固定点每块要落两列 | D28（挂载期承诺量） 已定项 4 把 checkpoint 保留池并进准入不等式作池级一项、不按设备求和，而固定点写出的每一块按 D2（RAID 条带策略） 已定项 6 落两列；同一份 D28（挂载期承诺量） 已定项 3 对同类量（切换预留、暖机 c_max）是按设备各加的。E141（切换预留的挂载准入自证） 判据 3 已量出池级标量臂在「盘 0 是份额加 50、盘 1 是份额减 1」的池上判可写、按设备臂判只读，而它自陈保留池不在装置罩的那一项里 | 挂载准入的对拍把 checkpoint 保留池也扫成两臂：同一格池（一块盘短 1 块、另一块富余）下按设备扣的臂判只读、池级标量臂判可写，两臂给同一结论即判红；判别力自证：把保留池改成按设备各扣一份，那一格必须由红转绿 | E141（切换预留的挂载准入自证） 的装置已有两臂与取样点，缺的是把第八项加进去；实现侧的挂载准入，与 C126（切换预留的最坏量没有口径） 同一前置 | `records/2026-09-13-总审核.md` 第五节第 11 行与第六节
F9	C368（分配器落点只看盘 0，盘不等大时断言失败） 仍欠的写清只有「发布层把三种拒绝统一报成 `NoSpaceFor`，调用方分不出」，没提模型对拍的取样点缺口	C368 补上一段：模型对拍没有不等盘的取样点——增补 3 第 2 件的小盘段两块盘等大，把「每块盘上都没有」报成「小盘写满」、只换原因的那条变异在五段上一段都不红（2026-09-19 实现员实测，代码三方第二轮判决第 44 行第 6 条）；判别力自证新增一句：随机历史另加一个两块盘不等大的取样点，该变异必须红	.claude/kb/checks-owed.md:342	| C368 | 分配器落点只看盘 0，盘不等大时断言失败 | 2026-09-17 已实现：用户数据、开段、回落三处由每块盘各答一个、一致才分配，不一致或部分盘答不出在动状态之前返回 `PlacementRefusal`；用例 `second_transaction_supplement_two_unequal_devices.rs` 三条、变异在 `crates/mutations.tsv`。仍欠的写清：发布层把三种拒绝统一报成 `NoSpaceFor`，调用方分不出；模型对拍没有不等盘的取样点——增补 3 第 2 件的小盘段两块盘等大（`HistoryDeviceWidth::UnitAreaOf384Slots`），把「每块盘上都没有」报成「小盘写满」、只换原因的那条变异在五段上一段都不红（2026-09-19 实现员实测，代码三方第二轮判决第 44 行第 6 条）。 | harness 造一个两块不等大盘的池，填到小盘单元区末尾之后，分配必须按设备取落点或返回 `None`，不许 panic；判别力自证：删掉按设备取那一步必须红。随机历史另加一个两块盘不等大的取样点，把「每块
